id,date_of_accident_gpt-5-mini,date_of_accident_grok-4-fast-non-reasoning,date_of_accident_DeepSeek-R1-0528,date_of_accident_final_value,date_of_accident_confidence,num_people_involved_gpt-5-mini,num_people_involved_grok-4-fast-non-reasoning,num_people_involved_DeepSeek-R1-0528,num_people_involved_final_value,num_people_involved_confidence,num_drivers_gpt-5-mini,num_drivers_grok-4-fast-non-reasoning,num_drivers_DeepSeek-R1-0528,num_drivers_final_value,num_drivers_confidence,driver_ages_gpt-5-mini,driver_ages_grok-4-fast-non-reasoning,driver_ages_DeepSeek-R1-0528,driver_ages_final_value,driver_ages_confidence,driver_genders_gpt-5-mini,driver_genders_grok-4-fast-non-reasoning,driver_genders_DeepSeek-R1-0528,driver_genders_final_value,driver_genders_confidence,injury_severities_gpt-5-mini,injury_severities_grok-4-fast-non-reasoning,injury_severities_DeepSeek-R1-0528,injury_severities_final_value,injury_severities_confidence,num_vehicles_involved_gpt-5-mini,num_vehicles_involved_grok-4-fast-non-reasoning,num_vehicles_involved_DeepSeek-R1-0528,num_vehicles_involved_final_value,num_vehicles_involved_confidence,vehicle_types_gpt-5-mini,vehicle_types_grok-4-fast-non-reasoning,vehicle_types_DeepSeek-R1-0528,vehicle_types_final_value,vehicle_types_confidence,road_conditions_gpt-5-mini,road_conditions_grok-4-fast-non-reasoning,road_conditions_DeepSeek-R1-0528,road_conditions_final_value,road_conditions_confidence,human_factors_gpt-5-mini,human_factors_grok-4-fast-non-reasoning,human_factors_DeepSeek-R1-0528,human_factors_final_value,human_factors_confidence,infrastructure_gpt-5-mini,infrastructure_grok-4-fast-non-reasoning,infrastructure_DeepSeek-R1-0528,infrastructure_final_value,infrastructure_confidence,road_name_gpt-5-mini,road_name_grok-4-fast-non-reasoning,road_name_DeepSeek-R1-0528,road_name_final_value,road_name_confidence,locality_gpt-5-mini,locality_grok-4-fast-non-reasoning,locality_DeepSeek-R1-0528,locality_final_value,locality_confidence
490010,,2025-08-09 07:30:00+00:00,2025-08-09 07:30:00+00:00,2025-08-09 07:30:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[25],[25],[25],[25],['1.00'],['female'],['female'],['female'],['female'],['1.00'],['slight'],['grievous'],[''],['slight'],['0.33'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq il-Pellikan,Triq il-Pellikan,Triq il-Pellikan,Triq il-Pellikan,1,San Ġwann,San Gwann,San Ġwann,San Ġwann,0.67
490073,,,,,0,3,,,3,0.33,1,,,1,0.33,[17],,,[17],['0.33'],['male'],,,['male'],['0.33'],"['dead', 'none', 'grievous']",,,"['dead', 'none', 'grievous']","['0.33', '0.33', '0.33']",2,,,2,0.33,"['motorcycle', 'car']",,,"['motorcycle', 'car']","['0.33', '0.33']",[],,,[],[],[],,,[],[],[],,,[],[],Psaila Street,,,Psaila Street,0.33,Sta Venera,,,Sta Venera,0.33
490101,,,,,0,3,,,3,0.33,1,,,1,0.33,[17],,,[17],['0.33'],['male'],,,['male'],['0.33'],"['dead', 'none', 'grievous']",,,"['dead', 'none', 'grievous']","['0.33', '0.33', '0.33']",2,,,2,0.33,"['motorcycle', 'car']",,,"['motorcycle', 'car']","['0.33', '0.33']",[],,,[],[],[],,,[],[],[],,,[],[],Psaila Street,,,Psaila Street,0.33,Sta Venera,,,Sta Venera,0.33
490160,,,,,0,2,,,2,0.33,1,,,1,0.33,[17],,,[17],['0.33'],['male'],,,['male'],['0.33'],"['dead', 'none']",,,"['dead', 'none']","['0.33', '0.33']",2,,,2,0.33,"['motorcycle', 'car']",,,"['motorcycle', 'car']","['0.33', '0.33']",[],,,[],[],['drunk'],,,['drunk'],['0.33'],[],,,[],[],,,,,0,Birkirkara,,,Birkirkara,0.33
490165,,2025-08-12 07:00:00+00:00,2025-08-12 07:00:00+00:00,2025-08-12 07:00:00+00:00,0.67,2,2,2,2,1,1,2,1,1,0.67,[None],"[0, 0]",[None],"[None, 0]","['0.67', '0.33']",['na'],"['na', 'na']",['na'],"['na', 'na']","['1.00', '0.33']","['slight', 'slight']","['grievous', 'grievous']","['', '']","['slight', 'slight']","['0.33', '0.33']",2,2,2,2,1,"['car', 'car']","['car', 'car']","['car', 'car']","['car', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],['intersection'],[],['intersection'],['0.33'],St Luke's Square,,St Luke's Square,St Luke's Square,0.67,Guardamangia,Guardamangia,Gwardamanġa,Guardamangia,0.67
490183,,,2025-07-27 00:00:00+00:00,2025-07-27 00:00:00+00:00,0.33,3,,3,3,0.67,1,,1,1,0.67,[23],,[23],[23],['0.67'],['male'],,['male'],['male'],['0.67'],"['dead', 'critical', 'none']",,"['dead', 'grievous', '']","['dead', 'critical', 'none']","['0.67', '0.33', '0.33']",2,,2,2,0.67,"['car', 'car']",,"['car', 'car']","['car', 'car']","['0.67', '0.67']",[],,[],[],[],['drunk'],,['drunk'],['drunk'],['0.67'],[],,[],[],[],Xatt il-Barrieri,,Xatt il-Barrieri,Xatt il-Barrieri,0.67,Valletta,,Valletta,Valletta,0.67
490329,,,,,0,2,,,2,0.33,1,,,1,0.33,[17],,,[17],['0.33'],['male'],,,['male'],['0.33'],"['dead', 'none']",,,"['dead', 'none']","['0.33', '0.33']",2,,,2,0.33,"['motorcycle', 'car']",,,"['motorcycle', 'car']","['0.33', '0.33']",[],,,[],[],[],,,[],[],[],,,[],[],Psaila Street,,,Psaila Street,0.33,Birkirkara,,,Birkirkara,0.33
490371,,2025-08-14 05:30:00+00:00,2025-08-14 05:30:00+00:00,2025-08-14 05:30:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[21],[21],[21],[21],['1.00'],['male'],['male'],['na'],['male'],['0.67'],['grievous'],['grievous'],[''],['grievous'],['0.67'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Triq Sant' Andrija,Triq Sant'Andrija,Triq Sant'Andrija,Triq Sant'Andrija,0.67,Pembroke,Pembroke,Pembroke,Pembroke,1
490568,,2025-08-14 05:30:00+00:00,2025-08-14 05:30:00+00:00,2025-08-14 05:30:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[21],[21],[21],[21],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['dead'],['dead'],['dead'],['dead'],['1.00'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Triq Sant' Andrija,Triq Sant'Andrija,Triq Sant' Andrija,Triq Sant' Andrija,0.67,Pembroke,Pembroke,Pembroke,Pembroke,1
490632,,,,,0,1,,,1,0.33,1,,,1,0.33,[None],,,[None],['0.33'],['na'],,,['na'],['0.33'],['dead'],,,['dead'],['0.33'],1,,,1,0.33,['truck'],,,['truck'],['0.33'],[],,,[],[],[],,,[],[],[],,,[],[],Aldo Moro Road,,,Aldo Moro Road,0.33,Marsa,,,Marsa,0.33
490653,,,2025-08-14 00:00:00+00:00,2025-08-14 00:00:00+00:00,0.33,1,,1,1,0.67,1,,1,1,0.67,[21],,[21],[21],['0.67'],['male'],,['male'],['male'],['0.67'],['dead'],,['dead'],['dead'],['0.67'],1,,1,1,0.67,['motorcycle'],,['motorcycle'],['motorcycle'],['0.67'],[],,[],[],[],[],,[],[],[],[],,[],[],[],Triq Sant' Andrija,,Triq Sant' Andrija,Triq Sant' Andrija,0.67,Pembroke,,Pembroke,Pembroke,0.67
490684,,2025-08-17 16:00:00+00:00,2025-08-17 16:00:00+00:00,2025-08-17 16:00:00+00:00,0.67,2,2,2,2,1,2,2,2,2,1,"[53, None]","[53, 0]","[53, None]","[53, None]","['1.00', '0.67']","['male', 'na']","['male', 'na']","['male', 'na']","['male', 'na']","['1.00', '1.00']","['slight', 'none']","['grievous', 'slight']","['', '']","['slight', 'none']","['0.33', '0.33']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['car', 'motorcycle']","['motorcycle', 'car']","['0.67', '0.67']",[],[],[],[],[],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Tul Il-Kosta,Tul Il-Kosta,Coast Road,Tul Il-Kosta,0.67,Naxxar,Naxxar,Naxxar,Naxxar,1
490697,,,,,0,1,,1,1,0.67,1,,1,1,0.67,[43],,[43],[43],['0.67'],['male'],,['na'],['male'],['0.33'],['dead'],,['dead'],['dead'],['0.67'],1,,1,1,0.67,['motorcycle'],,['motorcycle'],['motorcycle'],['0.67'],[],,[],[],[],['drugs'],,[],['drugs'],['0.33'],[],,[],[],[],Triq ix-Xatt Juan B. Azopardo,,Triq ix-Xatt Juan B. Azopardo,Triq ix-Xatt Juan B. Azopardo,0.67,Senglea,,Senglea,Senglea,0.67
490746,,,2025-08-07 00:00:00+00:00,2025-08-07 00:00:00+00:00,0.33,1,,1,1,0.67,1,,1,1,0.67,[42],,[42],[42],['0.67'],['male'],,['male'],['male'],['0.67'],['slight'],,['none'],['slight'],['0.33'],1,,1,1,0.67,['car'],,['car'],['car'],['0.67'],[],,[],[],[],['drunk'],,['drunk'],['drunk'],['0.67'],[],,[],[],[],Cannon Road,,Cannon Road,Cannon Road,0.67,Santa Venera,,Santa Venera,Santa Venera,0.67
490815,,2025-08-18 16:00:00+00:00,2025-08-18 16:00:00+00:00,2025-08-18 16:00:00+00:00,0.67,2,1,2,2,0.67,1,1,1,1,1,[29],[29],[29],[29],['1.00'],['male'],['male'],['na'],['male'],['0.67'],"['grievous', 'none']",['grievous'],"['grievous', '']","['grievous', 'none']","['1.00', '0.33']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Hal Luqa,Triq Hal Luqa,Triq Hal Luqa,Triq Hal Luqa,1,Rahal il-Gdid,Rahal il-Gdid,Rahal il-Gdid,Rahal il-Gdid,1
491011,,2025-08-21 05:30:00+00:00,2025-08-21 05:30:00+00:00,2025-08-21 05:30:00+00:00,0.67,0,2,0,2,0.33,2,2,0,2,0.67,"[None, None]","[0, 0]",[],"[None, None]","['0.33', '0.33']","['na', 'na']","['na', 'na']",[],"['na', 'na']","['0.67', '0.67']",[],"['slight', 'slight']",[],"['slight', 'slight']","['0.33', '0.33']",2,2,2,2,1,"['bus', 'car']","['bus', 'car']","['bus', 'car']","['bus', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Tower Road,Tower Road,Tower Road,Tower Road,1,Sliema,Sliema,Sliema,Sliema,1
491118,,,2025-08-21 00:00:00+00:00,2025-08-21 00:00:00+00:00,0.33,0,,0,,0,1,,0,1,0.33,[None],,[],[None],['0.33'],['male'],,[],['male'],['0.33'],[],,[],[],[],2,,2,2,0.67,"['car', 'bus']",,"['car', 'bus']","['car', 'bus']","['0.67', '0.67']",[],,[],[],[],['drunk'],,['drunk'],['drunk'],['0.67'],[],,[],[],[],Tower Road,,Tower Road,Tower Road,0.67,Sliema,,Sliema,Sliema,0.67
491226,,2025-08-22 05:30:00+00:00,2025-08-22 05:30:00+00:00,2025-08-22 05:30:00+00:00,0.67,3,3,2,3,0.67,2,2,2,2,1,"[57, None]","[57, 0]","[57, None]","[57, None]","['1.00', '0.67']","['male', 'na']","['male', 'na']","['male', 'na']","['male', 'na']","['1.00', '1.00']","['grievous', 'none', 'none']","['grievous', 'slight', 'slight']","['grievous', 'none']","['grievous', 'none', 'none']","['1.00', '0.67', '0.33']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Sir Anthony Mamo Street,Sir Anthony Mamo Street,Sir Anthony Mamo street,Sir Anthony Mamo Street,0.67,Birkirkara,Birkirkara,Birkirkara,Birkirkara,1
491307,,2025-08-22 05:30:00+00:00,2025-08-22 05:30:00+00:00,2025-08-22 05:30:00+00:00,0.67,3,3,3,3,1,2,2,2,2,1,"[57, None]","[57, 0]","[57, None]","[57, None]","['1.00', '0.67']","['male', 'na']","['male', 'na']","['male', 'male']","['male', 'na']","['1.00', '0.67']","['grievous', 'none', 'none']","['grievous', 'slight', 'slight']","['grievous', 'none', '']","['grievous', 'none', 'none']","['1.00', '0.67', '0.33']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Sir Anthony Mamo Street,Sir Anthony Mamo Street,Sir Anthony Mamo Street,Sir Anthony Mamo Street,1,Birkirkara,Birkirkara,Birkirkara,Birkirkara,1
491334,,2025-07-26 01:00:00+00:00,2025-07-26 00:00:00+00:00,2025-07-26 01:00:00+00:00,0.33,2,2,2,2,1,1,2,2,2,0.67,[22],"[27, 22]","[27, 22]","[27, 22]","['0.67', '0.67']",['male'],"['male', 'male']","['male', 'na']","['male', 'male']","['1.00', '0.33']","['dead', 'none']","['dead', 'slight']","['dead', '']","['dead', 'none']","['1.00', '0.33']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],,,,,0,Pembroke,Pembroke,Pembroke,Pembroke,1
491489,,2025-08-22 05:30:00+00:00,2025-08-22 05:30:00+00:00,2025-08-22 05:30:00+00:00,0.67,3,3,3,3,1,2,2,2,2,1,"[57, None]","[57, 0]","[57, None]","[57, None]","['1.00', '0.67']","['male', 'na']","['male', 'na']","['male', 'male']","['male', 'na']","['1.00', '0.67']","['grievous', 'none', 'none']","['grievous', 'slight', 'slight']","['grievous', 'none', '']","['grievous', 'none', 'none']","['1.00', '0.67', '0.33']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Sir Anthony Mamo Street,Sir Anthony Mamo Street,Sir Anthony Mamo Street,Sir Anthony Mamo Street,1,Birkirkara,Birkirkara,Birkirkara,Birkirkara,1
491557,,2025-08-26 05:10:00+00:00,2025-08-26 05:10:00+00:00,2025-08-26 05:10:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[None],[0],[None],[None],['0.67'],['na'],['na'],['na'],['na'],['1.00'],['none'],['slight'],['none'],['none'],['0.67'],7,7,7,7,1,"['car', 'car', 'car', 'car', 'car', 'car', 'car']","['car', 'car', 'car', 'car', 'car', 'car', 'car']","['car', 'car', 'car', 'car', 'car', 'car', 'car']","['car', 'car', 'car', 'car', 'car', 'car', 'car']","['1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Tower Road,Tower Road,Tower Road,Tower Road,1,Sliema,Sliema,Sliema,Sliema,1
491707,,2025-08-26 18:30:00+00:00,2025-08-26 18:30:00+00:00,2025-08-26 18:30:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[28, 32]","[28, None]","[28, 32]","[28, 32]","['1.00', '0.67']","['male', 'male']",[],"['na', 'na']","['male', 'male']","['0.33', '0.33']","['grievous', 'none']",['grievous'],"['grievous', '']","['grievous', 'none']","['1.00', '0.33']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Attard Road,Attard Road,Attard Road,Attard Road,1,Żebbuġ,Zebbug,Zebbug,Zebbug,0.67
491720,,2025-08-17 15:37:00+00:00,2025-08-17 15:37:00+00:00,2025-08-17 15:37:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[44, None]","[44, None]","[44, None]","[44, None]","['1.00', '1.00']","['female', 'male']",[],"['female', 'na']","['female', 'male']","['0.67', '0.33']","['critical', 'none']",['critical'],"['critical', '']","['critical', 'none']","['1.00', '0.33']",2,2,2,2,1,"['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['1.00', '1.00']",[],[],[],[],[],['drunk'],['drunk'],['drunk'],['drunk'],['1.00'],['roundabout'],['roundabout'],['roundabout'],['roundabout'],['1.00'],,,,,0,Baħar iċ-Ċagħaq,Bahar ic-Caghaq,Bahar ic-Caghaq,Bahar ic-Caghaq,0.67
492026,,2025-08-17 15:37:00+00:00,2025-08-17 15:37:00+00:00,2025-08-17 15:37:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[44, 53]","[44, None]","[44, 53]","[44, 53]","['1.00', '0.67']","['female', 'male']",[],"['female', 'na']","['female', 'male']","['0.67', '0.33']","['grievous', 'none']",['critical'],"['critical', '']","['critical', 'none']","['0.67', '0.33']",2,2,2,2,1,"['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['1.00', '1.00']",[],[],[],[],[],['drunk'],['drunk'],['drunk'],['drunk'],['1.00'],['roundabout'],['roundabout'],['roundabout'],['roundabout'],['1.00'],,,,,0,Baħar iċ-Ċagħaq,Bahar ic-Caghaq,Bahar ic-Caghaq,Bahar ic-Caghaq,0.67
492029,,2025-08-28 21:00:00+00:00,2025-08-28 21:00:00+00:00,2025-08-28 21:00:00+00:00,0.67,0,0,1,1,0.33,1,1,1,1,1,[None],[],[None],[None],['0.67'],['na'],[],['na'],['na'],['0.67'],[],[],[''],[''],['0.33'],1,1,1,1,1,['truck'],['truck'],['truck'],['truck'],['1.00'],[],[],[],[],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['residential_road'],['0.67'],,,Triq Palma,Triq Palma,0.33,Rabat,Rabat,Rabat,Rabat,1
492115,,2025-08-29 15:15:00+00:00,2025-08-29 15:15:00+00:00,2025-08-29 15:15:00+00:00,0.67,3,3,3,3,1,2,2,2,2,1,"[55, 33]","[55, 33]","[55, 33]","[55, 33]","['1.00', '1.00']","['male', 'female']",[],"['male', 'female']","['male', 'female']","['0.67', '0.67']","['grievous', 'none', 'none']","['grievous', 'none', 'none']","['grievous', '', '']","['grievous', 'none', 'none']","['1.00', '0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq Emmanuele Luigi Galizia,Triq Emmanuele Luigi Galizia,Triq Emmanuele Luigi Galizia,Triq Emmanuele Luigi Galizia,1,Marsa,Marsa,Marsa,Marsa,1
492291,,2025-08-31 07:30:00+00:00,2025-08-31 07:30:00+00:00,2025-08-31 07:30:00+00:00,0.67,2,1,2,2,0.67,1,1,1,1,1,[68],[68],[68],[68],['1.00'],['male'],[],['male'],['male'],['0.67'],"['grievous', 'none']",['grievous'],"['grievous', '']","['grievous', 'none']","['1.00', '0.33']",1,1,1,1,1,['car'],['car'],[''],['car'],['0.67'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq l-Imdina,Triq l-Imdina,Triq l-Imdina,Triq l-Imdina,1,Qormi,Qormi,Qormi,Qormi,1
492646,,2025-09-03 15:00:00+00:00,2025-09-03 15:00:00+00:00,2025-09-03 15:00:00+00:00,0.67,3,2,2,2,0.67,2,2,2,2,1,"[73, None]","[73, None]","[None, None]","[73, None]","['0.67', '1.00']","['male', 'na']",[],"['na', 'na']","['male', 'na']","['0.33', '0.67']","['dead', 'dead', 'none']","['dead', 'dead']","['dead', 'dead']","['dead', 'dead', 'none']","['1.00', '1.00', '0.33']",2,2,2,2,1,"['car', 'truck']","['car', 'truck']","['car', 'truck']","['car', 'truck']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],['highway'],['highway'],['highway'],['highway'],['1.00'],Catania - Ragusa motorway near Lentini,,Catania - Ragusa motorway,Catania - Ragusa motorway near Lentini,0.33,Lentini (Sicily),"Catania-Ragusa motorway, near Lentini",Lentini,Lentini (Sicily),0.33
492654,,2025-09-03 15:00:00+00:00,2025-09-03 15:00:00+00:00,2025-09-03 15:00:00+00:00,0.67,3,2,2,2,0.67,2,2,2,2,1,"[73, None]","[73, None]","[None, None]","[73, None]","['0.67', '1.00']","['male', 'na']",[],"['na', 'na']","['male', 'na']","['0.33', '0.67']","['dead', 'dead', 'none']","['dead', 'dead']","['dead', 'dead']","['dead', 'dead', 'none']","['1.00', '1.00', '0.33']",2,2,2,2,1,"['car', 'truck']","['car', 'truck']","['car', 'truck']","['car', 'truck']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],['highway'],['highway'],['highway'],['highway'],['1.00'],Catania - Ragusa state road near the exit to Lentini,,Catania - Ragusa motorway,Catania - Ragusa state road near the exit to Lentini,0.33,Lentini (Sicily),"Catania-Ragusa motorway, near Lentini",Lentini,Lentini (Sicily),0.33
492806,,2025-09-04 18:15:00+00:00,2025-09-05 18:15:00+00:00,2025-09-04 18:15:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[24, 35]","[24, 35]","[24, 35]","[24, 35]","['1.00', '1.00']","['male', 'male']",[],"['na', 'na']","['male', 'male']","['0.33', '0.33']","['slight', 'grievous']","['serious', 'slight']","['slight', 'grievous']","['slight', 'grievous']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'motorcycle']","['moped', 'motorcycle']","['motorcycle', 'motorcycle']","['motorcycle', 'motorcycle']","['0.67', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq ix-Xatt,Triq ix-Xatt,Triq ix-Xatt,Triq ix-Xatt,1,Gżira,Gzira,Gzira,Gzira,0.67
492962,,2025-08-29 21:45:00+00:00,,2025-08-29 21:45:00+00:00,0.33,2,1,2,2,0.67,0,1,1,1,0.67,[],[],[None],[None],['0.33'],[],[],['na'],['na'],['0.33'],"['dead', 'grievous']",['dead'],"['dead', '']","['dead', 'grievous']","['1.00', '0.33']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,0,Valletta,Valletta,,Valletta,0.67
493044,,2025-09-07 13:30:00+00:00,2025-09-07 13:30:00+00:00,2025-09-07 13:30:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[35, 62]","[62, 35]","[62, 35]","[62, 35]","['0.67', '0.67']","['male', 'male']",[],"['na', 'na']","['male', 'male']","['0.33', '0.33']","['grievous', 'none']",['serious'],"['grievous', '']","['grievous', 'none']","['0.67', '0.33']",2,2,2,2,1,"['car', 'motorcycle']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['0.67', '0.67']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq l-Ewwel Titjira,Triq l-Ewwel Titjira,Triq l-Ewwel Titjira,Triq l-Ewwel Titjira,1,Luqa,Luqa,Luqa,Luqa,1
493212,,,,,0,0,0,,,0,0,1,,1,0.33,[],[],,[],[],[],[],,[],[],[],[],,[],[],0,1,,1,0.33,[],['truck'],,['truck'],['0.33'],[],[],,[],[],[],[],,[],[],[],[],,[],[],,,,,0,Birkirkara,Birkirkara,,Birkirkara,0.67
493372,,2025-09-11 07:30:00+00:00,2025-09-11 07:30:00+00:00,2025-09-11 07:30:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[33],[33],[33],[33],['1.00'],['male'],[],['na'],['male'],['0.33'],['grievous'],['serious'],['grievous'],['grievous'],['0.67'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Dun Karm Street,Dun Karm Street,Dun Karm Street,Dun Karm Street,1,Msida,Msida,Msida,Msida,1
493542,,2025-09-12 15:00:00+00:00,2025-09-12 12:00:00+00:00,2025-09-12 15:00:00+00:00,0.33,4,4,4,4,1,1,1,1,1,1,[None],[],[None],[None],['0.67'],['male'],[],['na'],['male'],['0.33'],"['none', 'none', 'none', 'none']","['none', 'none', 'none', 'none']","['none', 'none', 'none', 'none']","['none', 'none', 'none', 'none']","['1.00', '1.00', '1.00', '1.00']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq Isouard,Triq Isouard,Triq Isouard,Triq Isouard,1,Marsa,Marsa,Marsa,Marsa,1
493598,,2025-09-12 15:00:00+00:00,2025-09-12 12:00:00+00:00,2025-09-12 15:00:00+00:00,0.33,4,4,4,4,1,1,1,1,1,1,[None],[],[None],[None],['0.67'],['male'],[],['na'],['male'],['0.33'],"['none', 'none', 'none', 'none']","['none', 'none', 'none', 'none']","['none', 'none', 'none', 'none']","['none', 'none', 'none', 'none']","['1.00', '1.00', '1.00', '1.00']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq Isouard,Triq Isouard,Triq Isouard,Triq Isouard,1,Marsa,Marsa,Marsa,Marsa,1
493664,,2025-09-14 20:00:00+00:00,2025-09-13 20:00:00+00:00,2025-09-14 20:00:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[54],[54],[54],[54],['1.00'],['male'],[],['male'],['male'],['0.67'],['grievous'],['serious'],['grievous'],['grievous'],['0.67'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],['roundabout'],['roundabout'],['roundabout'],['roundabout'],['1.00'],Triq il-Perit Dom Mintoff,Triq il-Perit Dom Mintoff,Triq il-Perit Dom Mintoff,Triq il-Perit Dom Mintoff,1,Paola,Paola,Paola,Paola,1
493670,,,2025-09-13 23:00:00+00:00,2025-09-13 23:00:00+00:00,0.33,2,2,1,2,0.67,2,3,1,2,0.33,"[69, 34]","[69, 34, 24]",[69],"[69, 34, 24]","['1.00', '0.67', '0.33']","['male', 'male']",[],['male'],"['male', 'male']","['0.67', '0.33']","['grievous', 'grievous']","['serious', 'serious']",['serious'],"['serious', 'grievous']","['0.67', '0.33']",2,3,1,2,0.33,"['car', 'motorcycle']","['car', 'motorcycle', 'car']",['car'],"['car', 'motorcycle', 'car']","['1.00', '0.67', '0.33']",[],[],[],[],[],[],[],[],[],[],['roundabout'],['roundabout'],['roundabout'],['roundabout'],['1.00'],St Paul's Roundabout; Triq Mikiel Anton Vassalli,,St Paul's Roundabout,St Paul's Roundabout; Triq Mikiel Anton Vassalli,0.33,,,,,0
493702,,2025-09-14 13:30:00+00:00,2025-09-14 13:30:00+00:00,2025-09-14 13:30:00+00:00,0.67,2,2,2,2,1,2,1,2,2,0.67,"[52, 14]",[52],"[52, 14]","[52, 14]","['1.00', '0.67']","['male', 'male']",[],"['na', 'na']","['male', 'male']","['0.33', '0.33']","['grievous', 'grievous']","['grievous', 'grievous']","['grievous', 'grievous']","['grievous', 'grievous']","['1.00', '1.00']",2,2,2,2,1,"['motorcycle', 'bicycle']","['motorcycle', 'bicycle']","['motorcycle', 'bicycle']","['motorcycle', 'bicycle']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq Bajada,Triq Bajada,Triq Bajada,Triq Bajada,1,Żabbar,Zabbar,Zabbar,Zabbar,0.67
